point_id,label,prefecture,elevation_m,slope_deg,local_relief_m,distance_to_volcano_km,distance_to_river_km,distance_to_lake_km,vegetation_naturalness,geology_group
control.geojson#93,0,岩手県,205.2,0.28,5.1,16.54,0.175,1.433,2.0,火成岩
control.geojson#94,0,岩手県,303.3,3.47,27.2,23.39,1.025,6.703,6.0,付加体
control.geojson#95,0,岩手県,0.3,0.58,2.6,92.4,1.03,63.436,1.0,堆積岩
control.geojson#96,0,岩手県,253.8,31.03,51.7,23.72,0.59,7.092,4.0,付加体
control.geojson#97,0,岩手県,105.9,0.3,0.9,30.89,0.522,14.526,2.0,堆積岩
control.geojson#98,0,岩手県,38.0,1.85,40.4,82.58,3.042,49.309,6.0,火成岩
control.geojson#99,0,岩手県,80.7,1.92,23.4,42.61,0.246,18.157,2.0,堆積岩
control.geojson#100,0,岩手県,225.5,6.48,58.5,37.08,0.176,2.505,1.0,火成岩
control.geojson#101,0,岩手県,313.2,4.05,23.0,36.18,0.219,5.783,7.0,堆積岩
control.geojson#102,0,岩手県,104.8,11.65,61.6,44.62,0.258,16.561,7.0,火成岩
control.geojson#103,0,岩手県,50.7,9.5,50.6,94.03,1.947,64.967,,火成岩
control.geojson#104,0,岩手県,253.3,0.84,8.0,12.24,1.319,2.932,2.0,火成岩
control.geojson#105,0,岩手県,1.5,1.09,4.8,78.93,3.316,48.895,2.0,火成岩
control.geojson#106,0,岩手県,191.0,12.52,78.8,55.68,0.245,9.845,7.0,火成岩
control.geojson#107,0,岩手県,3.4,6.45,40.3,86.51,1.221,55.228,,火成岩
control.geojson#108,0,岩手県,211.3,2.35,13.2,20.23,0.607,14.792,2.0,堆積岩
control.geojson#109,0,岩手県,231.8,5.35,42.8,63.84,0.218,3.692,2.0,火成岩
control.geojson#110,0,岩手県,174.0,5.3,35.7,35.29,0.308,18.03,1.0,火成岩
control.geojson#111,0,岩手県,109.7,14.33,96.3,93.78,0.001,50.737,6.0,付加体
control.geojson#112,0,岩手県,295.8,3.77,16.6,68.69,0.035,19.875,2.0,堆積岩
control.geojson#113,0,岩手県,124.1,3.02,4.9,21.3,0.044,5.648,1.0,堆積岩
control.geojson#114,0,岩手県,92.7,4.51,69.7,100.9,0.873,48.304,6.0,付加体
control.geojson#115,0,岩手県,82.6,1.69,22.1,34.93,0.135,17.016,2.0,堆積岩
control.geojson#116,0,岩手県,261.3,0.59,8.3,73.71,0.046,16.779,2.0,堆積岩
control.geojson#117,0,岩手県,295.7,1.45,5.5,10.83,0.039,11.85,2.0,火成岩
control.geojson#118,0,岩手県,24.0,6.15,32.4,95.22,0.482,66.517,9.0,火成岩
control.geojson#119,0,岩手県,127.3,1.66,8.3,20.96,0.112,6.956,2.0,堆積岩
control.geojson#120,0,岩手県,52.4,0.74,4.5,36.55,2.64,20.627,1.0,堆積岩
control.geojson#121,0,岩手県,11.2,19.61,85.1,99.35,0.897,47.375,6.0,堆積岩
control.geojson#122,0,岩手県,273.4,17.08,39.2,22.24,0.368,17.464,2.0,火成岩
control.geojson#123,0,岩手県,83.8,3.65,55.9,70.57,0.071,40.276,7.0,付加体
control.geojson#124,0,岩手県,109.0,8.42,38.6,51.19,0.547,13.758,6.0,火成岩
control.geojson#125,0,岩手県,264.4,0.68,3.1,74.12,0.216,17.162,2.0,堆積岩
control.geojson#126,0,岩手県,202.9,5.03,25.0,31.86,0.435,12.054,6.0,堆積岩
control.geojson#127,0,岩手県,5.7,0.2,0.4,76.2,0.148,25.248,2.0,堆積岩
control.geojson#128,0,岩手県,36.0,1.2,8.8,27.77,0.664,22.41,6.0,火成岩
control.geojson#129,0,岩手県,280.0,5.81,46.7,8.91,1.407,10.542,2.0,火成岩
control.geojson#130,0,岩手県,845.0,13.59,100.9,26.06,0.794,6.577,8.0,火成岩
control.geojson#131,0,岩手県,15.2,6.24,30.4,91.77,0.783,55.708,9.0,火成岩
control.geojson#132,0,宮城県,,,,50.5,1.264,21.293,9.0,
control.geojson#133,0,秋田県,127.8,7.61,47.2,40.46,0.119,35.874,6.0,火成岩
control.geojson#134,0,秋田県,118.9,0.75,7.3,24.08,0.448,17.88,2.0,堆積岩
control.geojson#135,0,秋田県,126.2,20.69,65.3,56.86,0.586,9.167,6.0,堆積岩
control.geojson#136,0,秋田県,62.6,2.47,25.1,62.91,1.429,22.822,6.0,堆積岩
control.geojson#137,0,秋田県,600.4,14.61,68.5,22.35,0.621,13.493,2.0,火成岩
control.geojson#138,0,秋田県,194.1,4.86,44.9,49.39,0.557,17.592,1.0,火成岩
control.geojson#139,0,秋田県,63.4,0.37,2.2,42.19,0.759,25.151,1.0,堆積岩
control.geojson#140,0,秋田県,37.9,28.24,36.0,42.5,0.076,27.858,7.0,火成岩
control.geojson#141,0,秋田県,23.3,3.8,36.7,48.78,0.347,13.032,7.0,堆積岩
control.geojson#142,0,秋田県,132.1,3.87,97.6,44.27,0.722,42.54,6.0,堆積岩
control.geojson#143,0,秋田県,40.1,8.28,53.3,55.57,0.402,33.609,6.0,堆積岩
control.geojson#144,0,秋田県,0.7,0.94,2.5,54.26,0.328,6.76,1.0,堆積岩
control.geojson#145,0,秋田県,7.7,0.37,4.5,57.87,0.552,19.078,1.0,堆積岩
control.geojson#146,0,秋田県,7.2,0.47,1.7,58.49,0.164,18.536,1.0,堆積岩
control.geojson#147,0,秋田県,9.4,0.21,0.9,64.81,0.14,3.379,6.0,堆積岩
control.geojson#148,0,秋田県,9.0,0.56,11.8,61.74,0.127,17.053,1.0,堆積岩
control.geojson#149,0,秋田県,74.9,0.62,2.0,32.64,0.228,25.1,1.0,堆積岩
control.geojson#150,0,秋田県,56.1,0.49,1.8,35.46,0.099,26.347,2.0,堆積岩
control.geojson#151,0,秋田県,11.3,1.94,14.9,54.21,0.191,6.049,1.0,堆積岩
control.geojson#152,0,秋田県,10.6,2.26,16.4,49.3,1.001,37.21,10.0,堆積岩
control.geojson#153,0,秋田県,120.3,2.83,27.6,15.63,0.035,17.716,2.0,
control.geojson#154,0,秋田県,111.5,0.62,5.6,30.35,0.069,32.117,2.0,堆積岩
control.geojson#155,0,秋田県,204.8,5.03,47.0,26.69,0.1,11.576,6.0,火成岩
control.geojson#156,0,秋田県,22.9,5.47,19.5,31.77,0.395,31.644,1.0,堆積岩
control.geojson#157,0,秋田県,31.3,1.51,18.4,67.99,0.733,5.599,2.0,堆積岩
control.geojson#158,0,秋田県,13.4,20.18,18.6,56.8,0.894,3.435,2.0,堆積岩
control.geojson#159,0,秋田県,4.1,9.73,15.3,64.99,1.377,4.883,6.0,堆積岩
control.geojson#160,0,秋田県,197.6,14.05,62.7,29.43,0.174,19.783,7.0,堆積岩
control.geojson#161,0,秋田県,161.6,5.82,57.1,84.51,0.576,15.598,6.0,堆積岩
control.geojson#162,0,秋田県,86.8,0.19,1.8,37.3,0.539,20.924,3.0,堆積岩
control.geojson#163,0,秋田県,370.3,0.45,8.4,15.58,0.498,15.86,2.0,火成岩
control.geojson#164,0,秋田県,319.5,28.22,60.6,15.76,0.293,9.428,3.0,火成岩
control.geojson#165,0,秋田県,4.2,10.51,24.7,27.74,0.112,27.202,,堆積岩
control.geojson#166,0,秋田県,600.4,14.61,68.5,22.35,0.621,13.493,2.0,火成岩
control.geojson#167,0,秋田県,139.8,1.19,4.5,30.82,0.776,14.732,2.0,堆積岩
control.geojson#168,0,秋田県,146.8,2.78,33.7,35.52,0.109,11.86,7.0,堆積岩
control.geojson#169,0,秋田県,2.6,3.0,17.6,54.63,0.598,6.679,,堆積岩
control.geojson#170,0,秋田県,24.9,0.95,2.8,43.71,0.135,16.876,2.0,堆積岩
control.geojson#171,0,秋田県,97.8,3.97,41.2,40.59,0.12,36.605,7.0,堆積岩
control.geojson#172,0,秋田県,6.2,0.4,2.7,54.62,0.702,6.328,1.0,堆積岩
control.geojson#173,0,秋田県,150.1,3.2,15.3,30.84,0.363,21.236,2.0,堆積岩
control.geojson#174,0,秋田県,11.8,1.99,6.2,55.03,1.096,6.125,1.0,堆積岩
control.geojson#175,0,秋田県,0.0,0.0,0.8,67.69,2.1,8.182,10.0,堆積岩
control.geojson#176,0,秋田県,13.9,0.64,25.6,21.17,1.511,19.608,9.0,火成岩
control.geojson#177,0,秋田県,205.7,29.29,75.0,37.86,0.322,11.857,7.0,堆積岩
control.geojson#178,0,秋田県,24.7,2.67,17.6,52.28,0.304,8.117,2.0,堆積岩
control.geojson#179,0,秋田県,102.4,0.45,1.8,34.13,0.393,17.792,2.0,堆積岩
control.geojson#180,0,秋田県,54.0,9.56,19.8,45.15,0.048,14.208,2.0,堆積岩
control.geojson#181,0,秋田県,45.8,0.0,0.3,39.78,0.27,29.724,2.0,堆積岩
control.geojson#182,0,秋田県,39.7,0.0,0.9,33.62,0.063,20.39,9.0,堆積岩
control.geojson#183,0,秋田県,0.7,3.94,9.8,17.87,0.719,15.67,,堆積岩
control.geojson#184,0,秋田県,9.9,0.39,5.3,58.7,2.564,2.723,1.0,堆積岩
control.geojson#185,0,秋田県,3.4,5.65,14.8,23.59,0.47,22.738,,堆積岩
control.geojson#186,0,秋田県,8.7,0.39,1.8,54.98,1.072,5.959,1.0,堆積岩
control.geojson#187,0,秋田県,28.4,10.96,26.6,54.38,1.22,5.631,2.0,堆積岩
control.geojson#188,0,秋田県,43.8,3.94,33.3,37.69,0.098,17.321,6.0,堆積岩
control.geojson#189,0,秋田県,5.5,0.0,0.7,54.41,0.609,6.408,1.0,堆積岩
control.geojson#190,0,秋田県,168.8,2.45,16.9,37.34,0.286,20.649,1.0,堆積岩
control.geojson#191,0,秋田県,21.3,1.7,9.9,58.63,0.823,9.239,2.0,堆積岩
control.geojson#192,0,秋田県,1186.6,8.89,44.1,3.83,0.153,5.472,9.0,火成岩
control.geojson#193,0,秋田県,34.8,0.24,3.5,45.37,0.615,14.751,6.0,堆積岩
control.geojson#194,0,秋田県,81.0,15.78,52.3,44.49,1.048,29.3,2.0,堆積岩
control.geojson#195,0,秋田県,63.4,0.2,2.2,32.48,0.366,18.917,2.0,堆積岩
control.geojson#196,0,秋田県,21.1,0.19,2.8,43.24,0.081,30.16,1.0,堆積岩
control.geojson#197,0,秋田県,16.3,5.5,31.9,55.49,0.248,33.745,6.0,堆積岩
control.geojson#198,0,秋田県,11.0,5.93,12.8,61.15,1.118,7.211,10.0,堆積岩
control.geojson#199,0,秋田県,19.6,0.54,1.5,44.21,0.184,30.206,2.0,堆積岩
control.geojson#200,0,秋田県,49.2,1.16,8.3,40.69,0.163,25.876,7.0,堆積岩
control.geojson#201,0,秋田県,161.1,1.23,11.7,20.19,0.067,13.847,1.0,堆積岩
control.geojson#202,0,秋田県,9.7,0.78,4.9,49.35,0.246,12.079,2.0,堆積岩
control.geojson#203,0,秋田県,87.5,1.03,3.6,34.0,0.07,16.719,1.0,堆積岩
control.geojson#204,0,秋田県,86.8,0.54,2.4,36.19,0.022,19.665,2.0,堆積岩
control.geojson#205,0,秋田県,65.6,0.48,2.3,37.15,0.836,21.373,6.0,堆積岩
control.geojson#206,0,秋田県,57.4,4.93,6.2,48.78,0.013,19.984,2.0,堆積岩
control.geojson#207,0,秋田県,47.5,1.29,5.7,38.8,0.137,30.043,2.0,堆積岩
control.geojson#208,0,秋田県,68.8,3.94,61.0,46.93,1.107,31.703,7.0,堆積岩
control.geojson#209,0,秋田県,57.9,0.83,4.5,27.33,0.213,13.608,2.0,堆積岩
control.geojson#210,0,秋田県,42.3,6.42,47.0,34.57,0.117,21.174,7.0,堆積岩
control.geojson#211,0,秋田県,146.8,2.78,33.7,35.52,0.109,11.86,7.0,堆積岩
control.geojson#212,0,秋田県,31.5,1.97,4.3,43.68,0.431,16.727,1.0,堆積岩
control.geojson#213,0,秋田県,460.1,6.55,21.7,12.41,0.174,13.243,2.0,火成岩
control.geojson#214,0,秋田県,92.4,1.12,7.5,34.74,0.124,18.163,2.0,堆積岩
control.geojson#215,0,秋田県,149.0,6.52,52.8,49.14,0.222,17.521,1.0,堆積岩
control.geojson#216,0,秋田県,14.6,1.06,10.5,49.2,0.404,12.322,1.0,堆積岩
control.geojson#217,0,秋田県,68.5,0.37,1.8,31.45,0.376,16.746,6.0,火成岩
control.geojson#218,0,秋田県,72.2,12.21,30.7,42.44,0.309,17.931,2.0,火成岩
control.geojson#219,0,秋田県,100.0,0.45,2.4,34.76,0.177,18.367,2.0,堆積岩
control.geojson#220,0,秋田県,32.3,0.9,4.5,44.1,0.142,28.486,2.0,堆積岩
control.geojson#221,0,秋田県,11.7,2.08,6.0,22.01,0.046,20.972,1.0,火成岩
control.geojson#222,0,山形県,145.5,1.01,5.4,14.9,0.846,10.139,1.0,堆積岩
control.geojson#223,0,山形県,1978.3,14.84,119.2,12.97,0.625,10.333,10.0,火成岩
control.geojson#224,0,茨城県,1.7,0.67,3.4,96.53,1.084,3.46,2.0,その他
control.geojson#225,0,茨城県,17.2,2.57,25.9,77.51,0.113,16.985,6.0,堆積岩
control.geojson#226,0,茨城県,15.7,0.0,0.2,84.63,0.648,10.744,2.0,堆積岩
control.geojson#227,0,茨城県,4.4,0.36,13.4,123.59,0.146,1.016,6.0,堆積岩
control.geojson#228,0,茨城県,34.9,0.0,2.9,80.17,0.235,9.844,2.0,堆積岩
control.geojson#229,0,茨城県,5.1,0.15,0.5,137.93,3.002,5.502,2.0,堆積岩
control.geojson#230,0,茨城県,99.2,12.81,67.6,60.19,0.817,13.795,2.0,付加体
control.geojson#231,0,茨城県,,,,86.99,0.258,22.326,1.0,堆積岩
control.geojson#232,0,茨城県,30.6,0.22,1.0,85.43,2.292,13.122,2.0,堆積岩
control.geojson#233,0,茨城県,26.6,1.69,7.6,85.85,0.497,20.054,1.0,堆積岩
control.geojson#234,0,茨城県,45.4,0.3,1.3,71.26,0.343,4.504,1.0,堆積岩
control.geojson#235,0,茨城県,46.1,0.37,1.2,66.75,0.083,15.788,1.0,堆積岩
control.geojson#236,0,茨城県,20.9,0.37,11.6,99.36,0.255,3.446,2.0,堆積岩
control.geojson#237,0,茨城県,16.4,1.59,9.7,75.18,0.1,13.065,2.0,堆積岩
control.geojson#238,0,栃木県,1269.0,0.0,0.0,3.77,0.313,0.55,,
control.geojson#239,0,群馬県,511.0,3.26,76.8,41.1,0.048,18.435,6.0,堆積岩
control.geojson#240,0,群馬県,70.4,0.34,1.2,29.26,0.586,12.187,2.0,火成岩
control.geojson#241,0,群馬県,524.8,5.13,34.7,8.82,0.275,6.818,6.0,火成岩
control.geojson#242,0,群馬県,19.7,0.0,0.4,47.39,0.065,22.392,1.0,堆積岩
control.geojson#243,0,群馬県,106.8,0.73,4.0,21.14,0.594,10.065,2.0,堆積岩
control.geojson#244,0,群馬県,203.4,12.87,31.1,15.44,0.016,13.569,2.0,堆積岩
control.geojson#245,0,群馬県,15.7,0.34,1.0,52.39,0.427,23.926,2.0,堆積岩
control.geojson#246,0,群馬県,502.6,12.62,77.5,33.11,0.023,13.37,2.0,変成岩
control.geojson#247,0,群馬県,66.3,0.46,2.9,25.82,0.133,17.67,2.0,堆積岩
control.geojson#248,0,群馬県,106.7,0.0,0.6,21.35,0.428,10.23,1.0,火成岩
control.geojson#249,0,群馬県,1137.6,8.88,102.0,16.61,0.208,11.309,2.0,火成岩
control.geojson#250,0,群馬県,413.7,1.13,4.8,16.37,0.373,11.551,2.0,堆積岩
control.geojson#251,0,群馬県,129.8,1.12,5.5,19.46,0.651,10.978,2.0,堆積岩
control.geojson#252,0,群馬県,139.0,2.22,6.3,15.98,0.436,3.415,2.0,火成岩
control.geojson#253,0,群馬県,769.4,11.25,82.6,28.53,0.13,4.391,6.0,火成岩
control.geojson#254,0,群馬県,742.9,41.87,158.8,20.37,0.06,9.682,6.0,火成岩
control.geojson#255,0,群馬県,496.3,7.25,96.9,34.46,0.543,6.901,6.0,変成岩
control.geojson#256,0,群馬県,466.0,24.57,67.2,16.11,0.264,0.027,6.0,火成岩
control.geojson#257,0,群馬県,333.3,9.59,45.4,14.82,0.028,1.324,2.0,堆積岩
control.geojson#258,0,群馬県,2563.8,3.2,207.0,0.03,2.505,10.008,,火成岩
control.geojson#259,0,群馬県,199.3,1.26,17.8,13.31,0.156,0.588,2.0,火成岩
control.geojson#260,0,群馬県,472.4,9.86,49.9,16.1,0.24,0.059,6.0,火成岩
control.geojson#261,0,群馬県,72.0,0.33,1.1,30.12,0.103,7.173,3.0,堆積岩
control.geojson#262,0,群馬県,251.4,9.14,49.4,19.58,0.318,7.551,7.0,火成岩
control.geojson#263,0,群馬県,354.2,9.18,26.0,32.28,0.026,17.053,7.0,付加体
control.geojson#264,0,群馬県,605.2,13.06,102.6,31.93,0.282,4.737,7.0,火成岩
control.geojson#265,0,群馬県,88.5,0.62,3.6,22.45,0.289,21.22,2.0,火成岩
control.geojson#266,0,群馬県,19.4,0.12,1.1,46.94,0.199,22.474,1.0,堆積岩
control.geojson#267,0,群馬県,29.7,0.0,1.1,37.26,0.391,17.336,2.0,
control.geojson#268,0,群馬県,703.6,13.25,112.2,30.04,0.576,2.525,7.0,堆積岩
control.geojson#269,0,群馬県,1387.5,5.13,45.4,4.44,0.303,8.144,9.0,火成岩
control.geojson#270,0,群馬県,51.2,1.11,2.5,29.66,0.442,14.044,,堆積岩
control.geojson#271,0,群馬県,128.2,2.32,8.9,25.1,0.099,11.147,2.0,堆積岩
control.geojson#272,0,群馬県,137.6,1.68,10.7,19.77,1.231,11.537,2.0,堆積岩
control.geojson#273,0,群馬県,1127.4,3.16,106.5,14.68,0.523,6.64,7.0,火成岩
control.geojson#274,0,群馬県,726.7,7.33,34.1,8.92,0.402,8.62,2.0,火成岩
control.geojson#275,0,群馬県,199.0,1.25,15.5,13.43,0.581,11.451,1.0,火成岩
control.geojson#276,0,群馬県,543.9,1.19,5.7,24.9,0.439,2.284,2.0,堆積岩
control.geojson#277,0,群馬県,370.7,21.26,168.4,40.56,0.385,0.151,6.0,変成岩
control.geojson#278,0,群馬県,90.4,3.72,11.1,21.49,0.467,21.922,2.0,火成岩
control.geojson#279,0,群馬県,652.6,9.43,35.5,16.23,0.072,14.338,2.0,火成岩
control.geojson#280,0,群馬県,119.7,1.32,16.7,34.06,0.387,2.119,2.0,堆積岩
control.geojson#281,0,群馬県,252.9,7.38,55.3,14.64,0.036,8.86,6.0,付加体
control.geojson#282,0,群馬県,164.3,0.54,2.4,24.39,0.575,13.953,2.0,堆積岩
control.geojson#283,0,群馬県,106.8,0.73,4.0,21.14,0.594,10.065,2.0,堆積岩
control.geojson#284,0,群馬県,413.7,1.13,4.8,16.37,0.373,11.551,2.0,堆積岩
control.geojson#285,0,群馬県,1255.0,10.35,35.0,26.61,0.669,0.901,6.0,火成岩
control.geojson#286,0,群馬県,57.5,0.37,1.9,28.38,0.657,20.89,3.0,堆積岩
control.geojson#287,0,群馬県,620.2,10.25,130.1,14.11,0.154,9.774,7.0,堆積岩
control.geojson#288,0,群馬県,95.1,0.73,5.6,24.26,1.522,14.487,2.0,堆積岩
control.geojson#289,0,群馬県,304.0,15.86,43.7,14.19,0.31,8.452,6.0,堆積岩
control.geojson#290,0,群馬県,291.4,1.84,23.9,27.88,0.561,12.402,6.0,堆積岩
control.geojson#291,0,群馬県,101.2,0.72,6.0,26.95,0.395,6.664,1.0,堆積岩
control.geojson#292,0,群馬県,21.3,0.24,0.7,46.39,0.771,16.342,2.0,堆積岩
control.geojson#293,0,群馬県,34.4,0.34,0.7,35.1,0.212,16.774,2.0,堆積岩
control.geojson#294,0,群馬県,55.4,0.45,1.7,31.07,0.17,12.531,3.0,堆積岩
control.geojson#295,0,群馬県,199.3,1.26,17.8,13.31,0.156,0.588,2.0,火成岩
control.geojson#296,0,群馬県,119.9,0.47,3.8,20.04,0.501,18.554,2.0,堆積岩
control.geojson#297,0,群馬県,536.5,6.85,60.4,8.7,0.072,6.512,6.0,火成岩
control.geojson#298,0,群馬県,106.8,0.73,4.0,21.14,0.594,10.065,2.0,堆積岩
control.geojson#299,0,群馬県,118.7,0.39,5.0,17.83,0.269,8.725,2.0,堆積岩
control.geojson#300,0,群馬県,49.1,1.2,20.7,32.43,0.271,18.707,6.0,堆積岩
control.geojson#301,0,群馬県,108.4,8.38,47.5,24.83,1.326,14.34,2.0,火成岩
control.geojson#302,0,群馬県,97.6,1.09,24.8,22.14,0.088,9.202,1.0,堆積岩
control.geojson#303,0,群馬県,116.4,0.63,1.8,19.14,0.411,9.435,2.0,堆積岩
control.geojson#304,0,群馬県,502.7,16.75,25.4,16.54,0.022,7.823,2.0,堆積岩
control.geojson#305,0,群馬県,199.3,1.26,17.8,13.31,0.156,0.588,2.0,火成岩
control.geojson#306,0,群馬県,1040.3,7.48,79.1,14.12,0.71,12.784,2.0,堆積岩
control.geojson#307,0,群馬県,136.8,2.15,9.6,16.83,0.207,9.966,3.0,堆積岩
control.geojson#308,0,群馬県,142.2,2.84,18.4,18.26,0.364,17.663,3.0,堆積岩
control.geojson#309,0,群馬県,362.2,1.17,24.5,10.74,0.247,6.182,2.0,堆積岩
control.geojson#310,0,群馬県,354.2,9.18,26.0,32.28,0.026,17.053,7.0,付加体
control.geojson#311,0,群馬県,616.5,4.49,57.9,8.09,0.628,14.2,6.0,火成岩
control.geojson#312,0,群馬県,36.7,0.03,1.0,34.06,0.248,16.827,2.0,堆積岩
control.geojson#313,0,群馬県,606.4,17.91,97.2,17.22,0.574,2.622,6.0,火成岩
control.geojson#314,0,群馬県,471.4,14.76,127.9,29.95,0.656,14.485,6.0,変成岩
control.geojson#315,0,群馬県,206.6,0.77,5.8,23.86,0.018,9.711,2.0,
control.geojson#316,0,群馬県,1037.7,8.54,65.4,14.0,0.609,12.841,2.0,堆積岩
control.geojson#317,0,群馬県,530.5,1.5,33.5,16.85,0.236,8.068,2.0,堆積岩
control.geojson#318,0,埼玉県,55.0,0.41,9.8,35.19,0.056,11.572,2.0,堆積岩
control.geojson#319,0,埼玉県,71.0,1.13,6.6,75.0,0.416,4.505,2.0,堆積岩
control.geojson#320,0,埼玉県,14.4,0.08,0.8,74.12,0.06,16.618,1.0,堆積岩
control.geojson#321,0,埼玉県,63.4,1.93,10.2,62.04,0.032,10.055,7.0,堆積岩
control.geojson#322,0,埼玉県,7.9,0.99,4.6,83.3,0.104,18.551,6.0,堆積岩
control.geojson#323,0,埼玉県,115.0,0.0,0.0,69.86,0.058,0.184,7.0,
control.geojson#324,0,埼玉県,19.8,0.0,0.3,52.4,0.393,8.875,1.0,堆積岩
control.geojson#325,0,埼玉県,5.5,0.08,0.5,86.02,0.262,17.501,2.0,堆積岩
control.geojson#326,0,埼玉県,73.3,3.91,27.9,66.84,0.212,5.201,6.0,堆積岩
control.geojson#327,0,埼玉県,46.1,0.44,2.6,79.41,0.471,8.839,7.0,堆積岩
control.geojson#328,0,埼玉県,383.1,2.77,69.1,47.53,0.787,2.339,2.0,変成岩
control.geojson#329,0,埼玉県,13.6,0.52,2.8,74.79,0.276,16.063,1.0,堆積岩
control.geojson#330,0,埼玉県,15.9,0.35,1.1,55.1,0.068,9.536,2.0,堆積岩
control.geojson#331,0,埼玉県,13.2,0.36,0.8,79.06,1.067,21.904,1.0,堆積岩
control.geojson#332,0,埼玉県,39.7,0.28,9.1,41.72,0.065,11.838,1.0,堆積岩
control.geojson#333,0,千葉県,2.6,0.21,0.8,126.83,0.394,3.749,2.0,堆積岩
control.geojson#334,0,千葉県,1.9,0.0,0.4,140.23,1.609,13.618,2.0,堆積岩
control.geojson#335,0,千葉県,35.9,9.76,23.2,137.39,0.587,15.993,6.0,堆積岩
control.geojson#336,0,千葉県,45.8,2.38,13.7,135.04,0.607,11.746,2.0,堆積岩
control.geojson#337,0,千葉県,4.7,0.0,0.2,142.86,0.06,19.658,2.0,堆積岩
control.geojson#338,0,千葉県,0.2,0.18,0.7,135.47,0.065,10.793,2.0,
control.geojson#339,0,千葉県,90.1,0.0,4.5,119.83,0.595,6.614,2.0,堆積岩
control.geojson#340,0,千葉県,30.7,1.74,16.4,129.27,0.827,8.689,6.0,堆積岩
control.geojson#341,0,千葉県,29.9,0.91,6.1,100.39,0.08,8.882,2.0,堆積岩
control.geojson#342,0,千葉県,70.9,4.36,21.6,164.08,0.543,30.799,2.0,付加体
control.geojson#343,0,千葉県,27.4,9.17,25.4,137.23,0.371,15.743,6.0,堆積岩
control.geojson#344,0,千葉県,3.0,0.0,0.8,78.06,0.995,20.68,1.0,その他
control.geojson#345,0,千葉県,80.5,0.42,13.7,108.41,1.572,1.687,1.0,堆積岩
control.geojson#346,0,千葉県,0.6,,6.5,51.26,0.661,32.834,1.0,堆積岩
control.geojson#347,0,千葉県,94.3,1.35,38.5,79.3,0.419,4.316,7.0,堆積岩
control.geojson#348,0,千葉県,4.4,0.45,1.4,108.16,0.175,15.776,1.0,堆積岩
control.geojson#349,0,千葉県,4.9,1.08,6.1,90.53,0.625,27.164,2.0,その他
control.geojson#350,0,千葉県,4.8,0.7,3.7,101.51,0.082,18.411,2.0,堆積岩
control.geojson#351,0,神奈川県,25.9,8.62,45.3,49.69,0.489,31.453,7.0,堆積岩
control.geojson#352,0,新潟県,41.8,10.01,43.0,125.25,0.159,16.127,7.0,堆積岩
control.geojson#353,0,新潟県,140.8,9.66,35.6,64.81,0.035,19.746,6.0,堆積岩
control.geojson#354,0,新潟県,65.7,0.96,11.9,15.97,0.126,22.074,2.0,堆積岩
control.geojson#355,0,新潟県,10.8,1.01,16.2,76.08,0.306,20.854,6.0,堆積岩
control.geojson#356,0,新潟県,143.1,9.98,52.7,42.44,0.013,9.288,2.0,堆積岩
control.geojson#357,0,新潟県,68.0,2.46,23.1,67.15,0.154,20.134,1.0,堆積岩
control.geojson#358,0,新潟県,59.8,0.38,3.2,27.42,0.054,18.76,1.0,堆積岩
control.geojson#359,0,新潟県,12.2,6.03,5.1,27.42,0.48,27.138,2.0,堆積岩
control.geojson#360,0,新潟県,67.8,3.3,33.9,109.47,0.05,20.864,2.0,火成岩
control.geojson#361,0,新潟県,94.6,4.34,50.5,47.9,0.187,6.054,2.0,堆積岩
control.geojson#362,0,新潟県,119.9,2.85,19.6,34.44,0.575,14.463,7.0,火成岩
control.geojson#363,0,新潟県,567.1,3.24,26.3,7.66,0.352,8.73,6.0,火成岩
control.geojson#364,0,新潟県,3.1,1.8,6.9,27.33,0.307,32.627,,
control.geojson#365,0,新潟県,59.8,0.38,3.2,27.42,0.054,18.761,1.0,堆積岩
control.geojson#366,0,新潟県,33.1,2.52,30.9,43.3,1.454,10.882,1.0,堆積岩
control.geojson#367,0,新潟県,9.9,0.28,4.3,20.19,0.157,25.953,1.0,堆積岩
control.geojson#368,0,新潟県,273.0,35.51,147.3,70.0,0.067,22.848,7.0,火成岩
control.geojson#369,0,新潟県,212.9,18.2,37.7,35.47,0.485,16.633,2.0,火成岩
control.geojson#370,0,新潟県,34.8,0.26,1.8,70.34,0.433,17.987,2.0,堆積岩
control.geojson#371,0,新潟県,2.8,2.59,10.0,65.84,0.551,7.757,,堆積岩
control.geojson#372,0,新潟県,55.2,7.04,43.0,76.2,0.405,30.384,7.0,堆積岩
control.geojson#373,0,新潟県,137.0,12.81,58.3,23.27,0.131,27.426,7.0,堆積岩
control.geojson#374,0,新潟県,5.0,0.0,1.0,69.15,0.125,14.376,,堆積岩
control.geojson#375,0,新潟県,0.8,2.97,9.8,55.46,0.011,6.215,,堆積岩
control.geojson#376,0,新潟県,11.6,0.19,0.8,47.69,0.012,5.672,2.0,堆積岩
control.geojson#377,0,新潟県,93.0,1.99,8.8,49.31,0.081,15.467,2.0,堆積岩
control.geojson#378,0,新潟県,15.5,2.85,7.4,75.98,0.89,25.949,,堆積岩
control.geojson#379,0,新潟県,9.5,0.33,1.3,52.29,0.13,0.125,2.0,堆積岩
